file,noun,dialogue,summary
train.csv,이 프로그램,"#Person1#: 안녕하세요, 저희 새 프로그램 Exotic Animal Kingdom에 오신 걸 환영합니다. 이 프로그램은 어린이와 어른 모두에게 동물을 소개하는 겁니다. 오늘의 쇼에서는 젊지만 경력을 가진 게스트가 수염용 드래곤의 놀라운 세계를 소개해 줄 거에요. 환영합니다, Joshua. 정말 감사합니다. Joshua, 솔직히 말해서, 수염용 드래곤이라는 이름이 뭔가 판타지 책에서 나올 것 같아요. 수염용 드래곤이 정확히 어떤 건가요?  
#Person2#: 여기 Bert를 한번 잡아보시는 게 어때요?  
#Person1#: 오... 와우! 제가 설명하는 동안요. 네 
#Person2#: 수염용 드래곤은 사실 호주의 사막에서 유래했습니다. 이 종은 그 기후에서 살아남은 여러 종 중 하나입니다. 오늘날, 이 수염용 드래곤들은 미국에서 가정에서 사육되고 있습니다. 
#Person3#: 그렇군요. 그러면 수염용 드래곤을 키울 때 알아야 할 필수적인 것들은 무엇인가요? 가족 애완동물로 키울 수 있나요?  
#Person2#: 수염용 드래곤은 가족 애완동물로 아주 좋고 매우 온순한 동물입니다. 
#Person1#: 네, 이 아이도 꽤 친근해 보이네요. 
#Person2#: 그냥 어떻게 돌보는지 알면 돼요. 
#Person1#: 어떤 점들을 염두에 둬야 하나요? 
#Person2#: 먼저, 적절한 용품을 준비해야 합니다: 일종의 거처... 
#Person1#: 예를 들면, 우리 같은 것요. 
#Person2#: 네. 전 스펙트럼 형광등과 쪼임 램프, 그리고 오르고 머무르기에 적당한 가지와 바위, 물과 음식을 담을 그릇, 우리 바닥을 덮을 무언가가 필요합니다. 
#Person1#: 기본적인 것들을 알아볼까요. 수염용 드래곤의 식단은 어떤가요? 육식동물 같아 보여요... 혹시 매운 멕시코 타코 같은 건 먹나요? 
#Person4#: 아니요, 수염용 드래곤은 잡식성이에요... 
#Person1#: 잡식성이요? 그게 정확히 어떻게 되죠? 
#Person2#: 네, 곤충, 채소, 잎사귀가 있는 식물과 줄기를 먹는 동물들이에요. 
#Person1#: 아, 그렇군요. 예를 들어 당근 같은 걸 먹는다는 말인가요? 네 
#Person2#: Bert 같은 어린 드래곤은 주로 하루 두 번 작은 귀뚜라미와 녹색 채소, 잘게 썬 야채를 먹일 수 있어요. 그리고 드래곤이 자라면서 채소와 야채의 양을 증가시킬 수 있어요. 그리고 뼈 성장을 도와주기 위해 채소와 곤충에 칼슘 보충제를 뿌릴 수도 있습니다. 
#Person1#: 물은 어떻게 해야 하나요? 어떤 필요가 있나요? 
#Person2#: 음, 수염용 드래곤은 전통적으로 건조한 지역에서 살아서 먹는 음식에서 자연적으로 대부분의 물을 섭취합니다. 그래서 물의 운반 역할을 하는 채소를 충분히 먹이도록 해야 해요. 또한 가끔씩 물병으로 스프레이를 해주거나 얕은 물그릇을 제공해 주십시오. 무엇을 하든, 우리를 건조하게 유지하는 것을 잊지 마세요. 그렇지 않으면 곰팡이와 박테리아가 자라 드래곤을 아프게 할 수 있습니다. 마지막으로 조명에 관해 언급했죠. 드래곤이 행복하고 건강하게 자라는 데 필요한 것은 어떤 건가요? 
#Person5#: 전 스펙트럼 빛과 쪼임 램프는 건강한 드래곤을 기르는 데 필수적이에요. 첫째로, 그들은 자외선 UV 전구에서 모의 햇빛을 받아야 해요... 
#Person1#: 그게 말씀하신 전 스펙트럼 빛인가요? 
#Person2#: 네, 빛을 흡수하는 것은 특정 비타민의 생산에 필수적이에요. 높은 체온을 유지하는 쪼임 빛도 소화 과정에 도움을 줘요. 
#Person1#: 쪼임 구역의 온도에 대해 말할 때는 어떤 온도를 뜻하나요? 
#Person2#: 약 90도에서 100도 사이입니다. 
#Person1#: 알겠어요, 그들은 자외선 차단제가 필요 없겠죠? 아니요 
#Person1#: 그렇다면, 제 드래곤을 수조에 넣어 창가에 두어도 괜찮나요? 
#Person2#: 음, 사실 일주일에 두세 번 정도 직접 햇빛이 드는 밖으로 데리고 나갈 수도 있습니다. 그러나 유리 수조에 두고 햇빛을 받게 하는 것은 직사광선이나 UV 전구를 대체할 수 없습니다. 유리는 필요한 햇빛을 여과하기 때문입니다. 
#Person1#: 와, 그런 애완동물을 기르는데 이처럼 많은 것들을 알아야 한다니 몰랐네요. 오늘 함께해주셔서 감사합니다, Joshua. 
#Person2#: 즐거웠습니다.","#Person1#은 Exotic Animal Kingdom 프로그램에서 Joshua를 맞이합니다. 수염용 드래곤은 호주의 사막에서 유래한 종으로, Joshua는 수염용 드래곤을 기르기 위해 필요한 준비물로 일종의 거처, 전 스펙트럼 형광등과 쪼임 램프, 가지와 바위, 물과 음식을 담을 그릇, 우리 바닥을 덮을 것이 필요하다고 설명합니다. 수염용 드래곤은 잡식성으로, 곤충, 채소, 잎들, 식물의 줄기를 먹습니다. 위생 유지를 위해 우리를 건조하게 유지해야 하며, 자외선 (UV) 전구의 모의 햇빛 및 섭씨 90도에서 100도로 설정된 쪼임 램프가 소화 과정에 필요합니다."
train.csv,이 프로그램,"#Person1#: 안녕하세요. 앉으세요, Mr. Johnson.
#Person2#: 감사합니다, 사모님.
#Person1#: 여기 당신의 편지를 읽어봤어요. 학교에서 잘 하신 것 같아요. 학교 공부에 대해 좀 말씀해 주시겠어요?
#Person2#: 보시다시피, 제가 가장 잘한 과목은 예술 과목이었어요. 가장 잘한 과목은 역사였고, 그 다음은 지리였어요. 그런데 제가 가장 좋아했던 과목은 수학이었고, 수학 시험에서 꽤 괜찮은 결과를 받았어요.
#Person1#: 맞아요. 이제, 왜 이 과목들이 당신이 이 일을 하는데 도움이 된다고 생각하는지 말씀해 주시겠어요?
#Person2#: 음, 사모님, 귀사는 컴퓨터를 제조하고 소프트웨어를 준비하며 고객들에게 사용법을 조언하신다고 들었어요. 맞나요?
#Person1#: 맞아요.
#Person2#: 그리고 제가 듣기엔 컴퓨터와 일하는 데는 수학적인 능력보다는 논리적인 사고가 더 필요하다고 들었어요. 특히, 프로그램을 작성할 때 그렇다고 믿어요. 그래서 제가 받은 결과가 논리와 수학에 대한 어느 정도 능력이 있음을 보여준다고 생각해요.
#Person1#: 그러면, 컴퓨터용 자료를 작성하고 싶으신 건가요?
#Person2#: 네, 사모님. 컴퓨터에서 제가 가장 흥미를 느끼는 부분이 프로그램 작성이에요. 하지만 컴퓨터 업계 자체가 엄청나게 확장되고 있는 것 같아요. 어떤 일을 하든 이 업계에서는 경력 전망이 아주 좋을 거라고 확신해요.
#Person1#: 알겠어요, 고맙습니다. 당신과의 대화를 즐겼어요. 편지로 연락 드릴게요.
#Person2#: 감사합니다, 사모님. 좋은 하루 되세요.","면접에서 Mr. Johnson은 #Person1#에게 자신의 학교 공부, 업무에 도움이 될 수 있는 능력, 그리고 컴퓨터 산업에 대한 관심을 이야기합니다."
train.csv,그 사람들,"#Person1#: 그러고 보니 김, 너 혹시 뭐 훔친 적 있어?
#Person2#: 훔친 적? 없어, 왜?
#Person1#: 우리 삼촌이 며칠 전에 오토바이를 도난당했어. 요즘 범죄자들이 얼마나 교묘한지 생각해봤거든.
#Person2#: 범죄자들이 교묘하다고? 사람들 방심할 때만 성공하는 거잖아.
#Person1#: 글쎄, 우리 삼촌 오토바이를 훔친 사람들은 꽤 대단하더라.
#Person2#: 삼촌이 경보 시스템을 달았으면 그런 일 없었을 텐데.
#Person1#: 달았지. 그것도 최고급이었어. 그런데 그걸 무력화시키더라고. 번화한 거리에서 말이야.
#Person2#: 아무도 막지 않았어?
#Person1#: 나도 사람들이 막을 줄 알았는데, 아는 사람 하나도 없더라. 도둑들은 트럭을 타고 와서 삼촌 오토바이는 불법 주차된 거라고 설득해서 견인해 간다고 했어.
#Person2#: 와, 그 사람들 대단하네. 범죄자들이 정말 교묘하네.
#Person1#: 그게 다가 아니야. 그 사람들은 너무 능숙해서 지나가는 사람한테도 오토바이를 트럭에 실어달라고 도와달라 했어.","#Person1#은 삼촌의 오토바이가 도난당했다고 김에게 전한다. 도둑들은 매우 교묘해서 오토바이가 불법 주차되었다고 주변 사람들을 설득했고, 심지어 지나가던 사람에게 오토바이를 트럭에 실어달라고 요청했다."
train.csv,그 사람들,"#Person1#: 제인, 학교 그만둔다고 들었어. 뭐 하고 싶어? 결정했어? 
#Person2#: 아직은 아니야. 근데 노래를 해볼까 생각 중이야. 
#Person1#: 무슨 특별한 이유가 있어? 
#Person2#: 응, 내가 노래를 잘하거든. 반 친구들 모두 그렇게 말해. 게다가 노래하는 게 꽤 재밌고, 많은 사람들을 만날 수 있어. 
#Person1#: 그 사람들도 즐겁게 해야겠네. 
#Person2#: 음, 그건 어떤 직업이든 마찬가지잖아? 
#Person1#: 부모님은 뭐라고 하셔? 
#Person2#: 부모님은 내 생각에 완전히 동의하지 않으셔. 그게 문제야. 
#Person1#: 다른 계획이라도 세워주신 거야? 
#Person2#: 응, 부모님은 내가 배우가 되길 원하셔서 예술 대학에 보내려고 하셔. 
#Person1#: 그럼 넌 어떻게 할 거야? 
#Person2#: 음...아직 결정 못 했어. 근데 결국엔 내가 하고 싶은 대로 할 거야.",제인은 노래를 잘하고 흥미로워서 해보고 싶다고 하지만 부모님은 배우가 되기를 원한다고 말한다. 아직 결정을 내리지 못했다.
train.csv,그 사람들,"#Person1#: 요즘 Sophia랑 잘 지내고 있는지 모르겠어. 요즘 대화는 해? 
#Person2#: 아니, 못했어. 요즘 점점 멀어지는 것 같아. 
#Person1#: 예전에 너희 둘은 항상 붙어 다녔잖아. 정말 서로 좋아하는 줄 알았는데. 
#Person2#: 맞아, 그런데 그녀가 새 직장에 가고 나서부터는 직장 동료들이랑만 어울려. 
#Person1#: 같이 어울릴 수는 없어? 
#Person2#: 할 순 있는데, 그 사람들 얘기 전부가 직장 얘기라서 나 혼자 있는 기분이야. 
#Person1#: 그럼 저녁에 불러서 너희 둘이서만 만나보는 건 어때? 
#Person2#: 몇 주 전에 그렇게 했는데, 직장 친구를 데려왔더라고! 요즘 너무 바빠서 같이 만나기 어려워. 
#Person1#: 그렇게 심각할까? 원래 너한테 좋은 친구였잖아. 
#Person2#: 맞아. 그 애는 내 뒤에서 나쁜 얘기하거나 그러진 않아. 하지만 이제 우리의 우정엔 별로 관심 없는 것 같아. 
#Person1#: 그냥 새 직장에 들떠 있는 상태일 거야. 시간을 좀 줘봐. 좋은 친구를 잃는 건 아쉽잖아. 
#Person2#: 난 충분히 시간을 줬어. 이제는 마음 정리했어. 
#Person1#: 그래도 다시 관계를 회복하려고 노력해보는 게 좋지 않을까? 
#Person2#: 난 각자의 길을 가야 할 때인 것 같아.","#Person1#이 #Person2#에게 Sophia와의 관계를 묻자, #Person2#는 Sophia가 직장 동료들과만 어울리며 그들이 멀어졌다고 말한다. #Person1#은 Sophia에게 시간을 주라고 조언하지만, #Person2#는 각자의 길을 갈 때가 되었다고 답한다."
train.csv,그 사람의,"#Person1#: 그 사람이 한 말이 헷갈려요.
#Person2#: 왜 그렇게 생각해요?
#Person1#: 그 사람의 의도가 뭔지 모르겠어요. 저를 도와주려는 건지, 아니면 혼내려는 건지.
#Person2#: 좀 더 생각해 보세요. 제 생각엔 그 사람이 좋은 의도를 가지고 있는 것 같아요.",#Person1#은 #Person2#에게 그 사람의 말 때문에 혼란스럽다고 이야기합니다.
train.csv,그 사람의,"#Person1#: 음성 메시지 설정 좀 도와줄 수 있어? 방금 가입했는데 메시지에 뭐라고 해야 할지 잘 모르겠어.
#Person2#: 물론이지! 누가 전화한 건지 알리고, 네가 다시 전화할 수 있도록 그 사람의 연락처를 남겨달라고 하면 돼.
#Person1#: 그래, 그럼 '이건 Abby의 음성 메시지입니다. 나중에 다시 전화할 테니 이름과 번호를 남겨주세요'라고 해도 될까?
#Person2#: 대략 그런 느낌인데, 좀 더 친근하게 해보는 게 어때?
#Person1#: 알겠어, 그럼 이렇게 할게. '안녕하세요, Abby입니다! 전화를 주셔서 정말 기뻐요. 최대한 빨리 다시 전화드릴 테니 이름과 번호를 남겨주세요. 곧 다시 통화해요!'.
#Person2#: 그건 조금 너무 친근한 것 같아, Abby. 그냥 이렇게 해봐, '안녕하세요, Abby입니다. 지금 전화를 받을 수 없습니다. 이름과 전화번호를 남겨주시면 가능한 빨리 연락드리겠습니다. 감사합니다'.
#Person1#: 완벽해! 다시 한 번 말해주고 녹음해줄래?",#Person2#는 #Person1#에게 음성 메시지 설정 방법을 안내합니다. #Person1#은 여러 버전을 시도한 끝에 #Person2#에게 녹음을 요청합니다.
train.csv,그 사람의,"#Person1#: 혹시 미스터 라이스 같은 사모 홍을 알아요?
#Person2#: 당연하죠. 지금 56세인데, 9살 때부터 에어로빅, 노래, 춤, 그리고 쿵푸를 배웠고, 140편의 쿵푸 영화에 출연했죠. 독립 프로듀서이자 감독이기도 해요.
#Person1#: 그 사람의 한 면만 아시는군요. 주방에서는 뭘 할 수 있는지 아세요?
#Person2#: 잘 모르겠는데요, 알려주세요.
#Person1#: 부인과 주방에 있을 때도 흥미진진한 쇼를 펼쳐요.
#Person2#: 그곳에서 뭘 한다는 건가요?
#Person1#: 빨리 감기로 채소를 써는 큰 요리사를 상상해보세요. 튀길 때 재료를 공중으로 던져서 후라이팬에 모두 받는 모습을 떠올려 보세요. 그의 요리 철학은 '순간을 즐겨라'예요. 그들이 어떻게 요리하는지 알고 싶다면, www.studioclassroom.com.tw에서 레시피를 확인하세요.",#Person1#이 사모 홍의 예를 들어 #Person2#에게 웹사이트를 소개하고 요리를 광고합니다.
train.csv,이 사람들,"#Person1#: 지금 저희와 함께하신 분은 Visionary Vehicles의 CEO, Malcolm Bricklin님입니다. 
#Person2#: 안녕하세요, 여러분. 
#Person1#: 최근 포드 모터 컴퍼니가 전국적으로 14개의 공장을 폐쇄하고, 최대 30,000개의 일자리를 줄인다는 소식을 들었습니다. 이제 더 이상 이 차를 생산하지 않게 되면 큰 문제가 생길까요, Malcolm님? 
#Person2#: 네, 큰 문제라고 생각해요. 이런 대기업들은 직접적이든 간접적이든 대규모 고용주인데요. 포드의 구조조정 이후를 보면, 실제로 87,000명의 직원을 보유하고 있는데, 이는 전 세계적으로 마이크로소프트의 두 배나 되는 수치죠. 또한, 이런 일자리들은 매우 높은 급여를 주는 일자리들이에요. 이 사람들은 자기 제품을 스스로 구매할 수 있을 만큼 급여를 받습니다. 
#Person1#: 그러니까, 이 일자리가 사라지면 우리 경제에 큰 타격이겠네요. 
#Person2#: 네, 미국에게는 정말로 슬픈 날입니다. 
#Person1#: 하지만 자동차 생산이 완전히 중단되는 건 아니죠? 
#Person2#: 맞습니다. 여전히 많은 수의 자동차가 미국 제조업체에 의해 생산되고 있습니다. 미국에서 판매되는 자동차의 절반 이상은 미국산이에요. 그래서 시장 점유율이 떨어지면서 외국 자동차 회사들이 들어와 공장을 인수하고 새 공장을 세우면서 그 생산능력을 가져가게 된 거죠. 그러니 30년 전보다 미국에서 생산되는 자동차가 줄어든 건 아니에요. 
#Person1#: 중국이 자동차 시장에 진입하는 것에 대해 물어볼게요. 그런 일이 생기면 미국의 일자리에 어떤 영향을 미칠까요? 
#Person2#: 지금까지 본 중국 자동차들은 그렇게 훌륭하지 않고, 세계 무대에서 큰 영향을 미칠 만한 브랜드가 아직 없는 것 같습니다.","Visionary Vehicles의 CEO, Malcolm Bricklin이 미국 자동차 제조업에 대한 질문에 답변했습니다. 그는 더 이상 자동차를 생산하지 않으면 미국 경제에 큰 타격이 될 것이라고 보며, 30년 전보다 미국에서 생산되는 자동차는 줄지 않았다고 진단합니다."
train.csv,이 사람들,"#Person1#: Sandy, 이 사람들한테 연락 좀 도와줄 수 있어?
#Person2#: 물론이지, 뭐라고 전해주길 원해?
#Person1#: 음, 그들의 수업 시간 확인 좀 해야 해.
#Person2#: 알겠어, 전화번호는 어디서 찾을 수 있어?
#Person1#: 여기 종이에 다 적혀 있어.
#Person2#: 집, 사무실, 휴대폰 중 어디 번호야?
#Person1#: 특별히 표시된 거 아니면 집 전화번호야.
#Person2#: 알겠어. 전화로 연락 안 되면 어떻게 하지?
#Person1#: 그럼 이메일로 정보를 보내야 해.
#Person2#: 이메일 주소는 어디서 찾을 수 있어?
#Person1#: 그들의 이력서에 적혀 있을 거야.
#Person2#: 이메일 주소가 없으면?
#Person1#: 그러면 핸드폰으로 문자 메시지 보내.
#Person2#: 알겠어. 그 정도면 쉬울 것 같아. 누구한테 전화했어?
#Person1#: 응, 목록에 있는 첫 세 사람한테 전화했는데 받지 않았어.
#Person2#: 음성 메시지 남겼어?
#Person1#: 한 명에게만 음성 메시지 남겼어, 첫 번째 사람한테.
#Person2#: 그렇구나. 그녀에게 뭐라고 했어?
#Person1#: 내가 사무실 번호로 다시 전화해 달라고 했어.
#Person2#: 알겠어, 그럼 그녀에게 다시 전화하는 게 좋겠네.
#Person1#: 응, 그게 좋은 생각이야. 그녀가 다른 메시지를 제때 못 받을 수도 있어.
#Person2#: 질문 하나 더 있어. 이 번호 중 일부는 원거리인 것 같아. 이 사람들에게 전화할 수 있게 전화 카드를 쓸 수 있어?
#Person1#: 물론이지. 이거 써. 카드 뒷면에 핀번호가 적혀 있어.
#Person2#: 알겠어. 고마워. 걱정 마. 내가 알아서 할게.
#Person1#: 잘했어. 주말에 쉴 테니 월요일에 봐.
#Person2#: 월요일에 봐.","#Person1#은 Sandy에게 몇몇 사람들에게 연락하여 수업 시간을 확인해 달라고 요청한다. #Person1#은 Sandy에게 종이에 적힌 번호는 대부분 집 전화번호라며, 이메일 주소를 찾지 못하면 문자 메시지를 보내라고 한다. #Person1#은 몇몇 사람에게 전화를 했지만, Sandy가 다시 전화할 수 있다고 생각한다. 또한, #Person1#은 Sandy에게 장거리 번호로 전화할 수 있도록 전화 카드의 핀 번호를 준다."
